"","school_id","student_id","ISCED_level","ISCED_orient","private_public_school","dimension_city","gender","index_immigration_status","mother_education","father_education","highest_education_parents","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","out_of_school_study_time_per_week","learning_time_math","learning_time_lang","learning_time_science","learning_time_total","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","parent_emotional_support","test_anxiety","pv5math","pv5read","pv5scie"
"11","38000001","38019967","Secondary_2nd","General","Public",4,"Female","Native","L3","L3","L3",47112,2.1655,1.1563,0.0385,"No","No","Yes","Yes","Yes","No","Yes",41,165,220,23,223,0.5529,0.5423,2.1635,0.0177,-0.494,-0.5892,-0.0918,1.0461,509.752,576.854,598.044
"12","38000001","38013808","Secondary_2nd","General","Public",4,"Male","Native","L2","L4","L4",41473,0.7777,1.1563,-0.3774,"No","Yes","Yes","Yes","Yes","Yes","Yes",13,150,200,21,204,-0.479,2.5915,-0.395,0.913,-1.5577,-0.7662,-0.5704,0.2495,575.15,590.604,628.77
"13","38000001","38020016","Secondary_2nd","General","Public",4,"Male","Second-Generation","L6",NA,"L6",23047,-1.2278,-1.3111,-0.5463,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",13,180,240,25,301,-1.1223,-0.6837,-1.1478,-0.0258,-0.494,-1.1822,-0.7571,0.2626,393.893,400.529,394.785
"14","38000001","38018231","Secondary_2nd","General","Public",4,"Male","Native","L4","L2","L4",36788,-0.0071,-1.3733,-0.3429,"Yes, and I use it","No","No","Yes","No","No","No",NA,165,220,23,223,NA,-3.1297,-0.1945,-0.2052,0.0125,0.5232,0.7454,2.5493,478.944,549.158,515.997
"15","38000001","38004323","Secondary_2nd","General","Public",4,"Male","Native","L4","L6","L6",33206,-0.2598,-0.1108,0.0544,"Yes, and I use it","No","No","No","No","Yes","Yes",24,165,220,23,193,0.8351,0.1258,0.5094,-0.1239,0.8155,-0.3263,0.7454,0.2594,479.084,584.164,559.527
"16","38000001","38000228","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",45483,1.0478,1.1563,1.4974,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",23,165,220,23,223,-0.5803,0.7934,-1.2347,-0.4403,-0.8367,-0.8234,-1.8389,-0.0345,556.171,613.733,563.638
"17","38000001","38003836","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",39171,0.3005,1.1563,0.3769,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",23,180,240,25,241,1.8837,-0.1144,0.4477,0.7048,0.3708,-1.6781,0.7454,-0.1679,493.696,447.052,518.358
"18","38000001","38005317","Secondary_2nd","General","Public",4,"Male","Native","L6","L4","L6",47799,2.1655,1.1563,1.5413,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",8,165,220,23,223,0.5529,0.1643,-0.8208,-2.4981,-0.5375,-0.0852,0.7454,0.0752,530.247,439.979,488.648
"19","38000001","38003086","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",42927,0.7777,0.0321,1.1968,"Yes, but I don't use it","Yes","No","Yes","Yes","No","Yes",36,110,220,23,287,-0.4436,1.5043,-0.8208,-0.7742,-1.1173,0.8101,0.1104,0.3964,602.181,572.86,562.071
"20","38000001","38009280","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",42399,1.0478,1.1563,1.2394,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",28,165,220,23,259,0.0039,-0.4725,-0.6148,0.1911,-0.5375,-0.8771,NA,1.1311,578.731,645.252,647.181
"21","38000001","38011444","Secondary_2nd","General","Public",4,"Female","Native","L3","L6","L6",42217,1.0478,1.1563,1.1294,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",22,165,220,23,223,-0.4234,0.0248,-0.8208,-0.0034,-0.2874,-0.8771,-0.5704,0.7721,445.402,516.917,568.107
"22","38000001","38009140","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",40778,0.3744,1.1563,0.5063,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",18,165,220,23,223,-0.768,0.3171,0.5094,0.3664,-0.0948,-0.7662,0.7454,0.5175,508.863,614.554,568.531
"23","38000001","38001338","Secondary_2nd","General","Public",4,"Female","Native","L5","L5","L5",36774,0.0058,-0.1108,0.1462,"No",NA,NA,NA,NA,"No","No",11,165,0,23,223,NA,0.1052,1.3508,0.3315,1.0218,0.4631,0.7454,1.4226,459.27,548.974,533.233
"24","38000001","38018365","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",36494,0.3744,-1.4432,-0.0645,"Yes, but I don't use it","Yes","No","Yes","No","No","Yes",13,195,260,27,283,NA,1.5043,-1.7159,0.0795,-0.9922,-0.3572,-0.015,2.5493,445.953,459.139,450.644
"25","38000001","38006732","Secondary_2nd","General","Public",4,"Male","Native","L6","L4","L6",40228,0.7777,1.1563,0.3537,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",10,165,220,23,223,NA,-0.3381,0.5094,0.1042,-0.2552,-0.7662,-1.8389,0.5209,579.228,521.846,535.414
"26","38000001","38019814","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",45100,2.1655,-0.1108,1.4833,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",18,165,220,23,223,NA,-0.0621,0.8061,1.0152,1.0728,-0.7662,-0.5704,0.8425,616.976,595.675,582.73
"27","38000001","38018709","Secondary_2nd","General","Public",4,"Male","Native","L4","L6","L6",46274,0.7777,1.1563,0.4177,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",13,180,240,25,241,1.8837,0.3171,2.1635,0.6584,1.7359,0.959,-1.0369,1.0016,620.409,611.133,654.414
"28","38000001","38000522","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",46843,2.1655,1.1563,1.506,"Yes, and I use it","Yes","Yes","Yes","No","Yes","Yes",8,300,60,12,386,-0.6051,0.6642,0.5094,0.8104,0.3708,-0.2803,-0.0918,0.6725,577.433,515.128,616.284
"29","38000002","38014765","Secondary_2nd","Vocational",NA,NA,"Female","Native","L5","L4","L5",28307,-0.4343,-1.5169,-0.2046,"Yes, and I use it","No","No","Yes","Yes","No","No",NA,200,200,21,238,-0.8722,-1.4464,NA,-0.3744,-0.7778,-0.1651,-1.8389,0.9908,444.524,394.474,403.57
"30","38000002","38011952","Secondary_2nd","Vocational",NA,NA,"Male","Native","L6","L6","L6",52997,NA,NA,1.5953,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,-0.4195,NA,392.243,361.688,385.879
"31","38000002","38015975","Secondary_2nd","Vocational",NA,NA,"Male","First-Generation","L6","L4","L6",55571,0.7777,1.1563,0.5605,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",NA,165,330,32,372,-1.5681,-0.378,NA,NA,NA,1.8543,0.7454,2.5493,197.654,269.571,285.757
"32","38000002","38019465","Secondary_2nd","Vocational",NA,NA,"Male","First-Generation","L4","L6","L6",22404,0.6093,-1.1119,-0.6939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.493,NA,293.847,313.42,310.585
"33","38000002","38009438","Secondary_2nd","Vocational",NA,NA,"Male","Native",NA,NA,NA,41175,-0.8341,-1.3733,NA,"Yes, and I use it","Yes","No","Yes","Yes","No","No",NA,240,240,25,322,-2.4162,0.331,-2.1154,-2.4981,-1.9301,-0.4982,-0.5704,-0.0865,420.514,355.76,400.479
"34","38000002","38018227","Secondary_2nd","Vocational",NA,NA,"Female","Native","L4","L2","L4",33464,-0.1523,-0.1108,-0.7337,"Yes, and I use it",NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,-0.4759,-0.9933,NA,NA,NA,1.3961,0.7454,0.6007,515.79,493.181,451.566
"35","38000002","38018456","Secondary_2nd","Vocational",NA,NA,"Female",NA,"L4","L2","L4",22858,-1.6287,-1.3821,-1.2268,"No",NA,NA,NA,NA,NA,NA,20,200,200,59,245,NA,NA,NA,NA,NA,NA,-0.9094,NA,443.898,396.697,434.241
"36","38000002","38002929","Secondary_2nd","Vocational",NA,NA,"Male","Native","L4","L4","L4",26445,-1.3465,-0.6303,-1.2431,"Yes, and I use it","Yes","No","Yes","Yes","No","No",NA,200,200,21,238,-1.0005,-0.363,-2.1154,NA,0.3708,0.5387,0.7454,-1.3753,487.484,375.633,425.254
"37","38000002","38015577","Secondary_2nd","Vocational",NA,NA,"Male","Second-Generation","L1","L1","L1",19422,0.0445,-1.9024,-2.8547,"No","Yes","Yes","Yes","Yes","Yes","Yes",44,250,300,21,238,-0.7439,-0.604,-0.0547,-0.2926,0.317,-0.5996,-1.8389,-0.4671,476.753,266.578,356.4
"38","38000002","38009400","Secondary_2nd","Vocational",NA,NA,"Male","Native","L6","L6","L6",61412,2.1655,1.1563,4.0683,"Yes, and I use it","No","No","No","No","No","No",NA,NA,NA,NA,NA,-0.5355,-1.1955,NA,NA,NA,-3.0877,-0.4096,-2.505,342.202,472.51,353.636
"39","38000002","38013292","Secondary_2nd","Vocational",NA,NA,"Male","Native",NA,NA,NA,33578,-0.5676,-0.7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,-2.1154,NA,NA,NA,-0.9094,NA,434.588,438.455,383.37
"40","38000002","38014693","Secondary_2nd","Vocational",NA,NA,"Male","Native","L6","L4","L6",36899,0.3005,-0.7218,0.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0852,-1.0369,-1.0445,534.737,395.531,427.463
"41","38000002","38017398","Secondary_2nd","Vocational",NA,NA,"Female","Second-Generation","L6","L6","L6",32318,-0.8341,-4.3706,0.7279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4162,-1.1955,NA,NA,NA,-3.0877,0.7454,-2.505,433.013,446.824,465.552
"42","38000002","38019068","Secondary_2nd","Vocational",NA,NA,"Male","Native","L2","L6","L6",34802,-0.4945,-0.1108,-0.0936,"Yes, but I don't use it","Yes","No","Yes","Yes","Yes","Yes",8,200,200,30,238,-0.2683,-0.4725,-0.8208,-2.4981,-0.7778,-1.0795,NA,-0.6871,536.095,497.279,469.854
"43","38000002","38008301","Secondary_2nd","Vocational",NA,NA,"Male","Native",NA,"L4","L4",36014,-1.3465,0.0321,-0.2444,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",9,200,250,38,238,-0.7185,-0.3142,-0.3522,0.3689,1.7359,-0.0852,0.1104,-1.3753,532.556,427.737,423.84
"44","38000002","38001980","Secondary_2nd","Vocational",NA,NA,"Male","Native","L6","L4","L6",33389,0.2834,-0.1598,-0.2695,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",17,200,300,70,245,-0.8959,-0.9585,-0.1379,-0.0908,0.0125,-0.2671,0.7454,1.1924,444.642,448.789,439.413
"45","38000002","38012217","Secondary_2nd","Vocational",NA,NA,"Male","Native","L2","L6","L6",57088,1.0478,1.1563,1.4387,"Yes, and I use it","Yes","Yes","Yes","No","Yes","No",41,200,250,77,245,-0.2336,0.7701,NA,NA,NA,-0.1651,-0.5704,-0.0345,436.258,405.344,406.35
"46","38000002","38011825","Secondary_2nd","Vocational",NA,NA,"Male","Native","L2","L2","L2",30612,-0.7039,-1.0418,-0.4769,"Yes, and I use it","No","No","Yes","Yes","Yes","No",5,200,150,65,238,-0.6051,-0.1144,-2.1154,-1.0968,-1.4463,-2.2453,0.7454,-0.3386,539.472,496.992,519.769
"47","38000002","38001240","Secondary_2nd","Vocational",NA,NA,"Male","Native","L5","L4","L5",37451,-0.0514,-0.1108,-0.1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5915,NA,NA,NA,1.8543,0.7454,2.5493,386.682,375.446,381.858
"48","38000002","38011180","Secondary_2nd","Vocational",NA,NA,"Male","Native","L4","L6","L6",20952,-0.2107,-3.0852,0.0173,NA,NA,NA,NA,NA,NA,NA,18,220,275,23,274,0.5059,0.1643,NA,NA,NA,-0.3263,-0.3546,2.5493,507.285,434.689,483.447
"49","38000002","38004982","Secondary_2nd","Vocational",NA,NA,"Male","Native",NA,NA,NA,37230,0.7777,-0.1108,NA,"Yes, and I use it","Yes","No","No","No","Yes","Yes",6,200,300,21,238,1.8837,0.1643,0.5094,0.5305,0.3708,0.469,-1.8389,0.2092,565.382,464.901,507.776
"50","38000003","38008535","Secondary_2nd","General","Public",2,"Female","Native","L4","L4","L4",31877,-0.522,-1.0348,0.0552,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",11,300,240,25,241,0.5529,-1.3612,-0.2121,-0.475,0.7648,-1.4049,0.7454,0.9715,354.965,367.588,376.765
"51","38000003","38002533","Secondary_2nd","General","Public",2,"Male","Native","L3","L3","L3",24413,-0.4343,-0.1108,-0.9816,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",7,250,250,30,204,-1.0246,-0.9105,0.5094,0.0159,1.356,-0.4495,-1.8389,0.4517,490.58,475.055,533.303
"52","38000003","38017963","Secondary_2nd","General","Public",2,"Male","Native","L4","L2","L4",29917,-0.8341,-0.1639,-0.9054,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",7,360,240,25,241,NA,-0.4725,-0.2121,-0.2112,0.3708,1.8543,-0.9094,0.4752,529.289,529.742,474.523
"53","38000003","38016050","Secondary_2nd","General","Public",2,"Female","Native","L4","L2","L4",36037,0.7777,1.1563,-0.7012,"No","No","No","No","Yes","No","Yes",28,275,220,23,223,-0.2683,-0.6239,1.6403,0.438,1.7359,0.4631,0.1104,1.8135,570.78,642.278,602.77
"54","38000003","38018269","Secondary_2nd","General","Public",2,"Female","Native","L3","L4","L4",38031,2.1655,-0.1108,-0.5246,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",16,275,220,23,223,0.8934,0.2661,0.5094,0.6098,0.3708,-0.5086,0.7454,-0.2729,640.023,710.463,647.881
"55","38000003","38003413","Secondary_2nd","General","Public",2,"Female","Native","L4","L2","L4",38830,-0.0652,1.1563,0.3107,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",18,275,220,23,223,-0.5436,-0.7263,0.5094,-0.2805,-0.7778,-0.8313,0.7454,0.3997,544.418,589.272,540.241
"56","38000003","38005399","Secondary_2nd","General","Public",2,"Female","Native","L6","L4","L6",54646,1.0478,1.1563,1.7393,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",22,250,200,21,225,-0.6079,-1.5221,-0.1833,-0.2052,0.3708,0.4094,0.7454,2.5493,575.152,582.559,600.907
"57","38000003","38003734","Secondary_2nd","General","Public",2,"Female","Native","L3","L4","L4",39813,1.0478,-0.1108,0.3468,"Yes, and I use it","No","Yes","Yes","No","No","Yes",12,220,220,23,231,0.0039,-0.3776,1.3705,1.5043,1.7359,1.0385,0.7454,-0.4071,729.008,632.986,636.628
"58","38000003","38006527","Secondary_2nd","General","Public",2,"Female","Native","L6","L6","L6",35718,0.1508,1.1563,1.0765,"No","No","Yes","No","Yes","No","Yes",25,240,240,25,241,1.8837,-0.3381,-2.1154,0.5305,0.3708,0.2937,-1.8389,2.5493,522.502,482.969,494.314
"59","38000003","38001441","Secondary_2nd","General","Public",2,"Female","Native","L6","L4","L6",35171,0.0768,0.1927,0.9118,"Yes, but I don't use it","No","No","Yes",NA,"Yes","Yes",14,275,330,32,223,-0.92,-0.7346,1.6903,-0.5836,0.0125,-0.2776,0.7454,-0.242,529.352,541.18,533.845
"60","38000003","38001752","Secondary_2nd","General","Public",2,"Male","Native","L6","L6","L6",47306,0.7777,1.1563,1.5231,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",38,330,220,23,231,0.6605,0.1643,0.5094,0.3043,0.3708,-0.7662,-1.8389,-0.4671,551.149,550.029,522.3
"61","38000003","38013731","Secondary_2nd","General","Public",2,"Male","Native","L2","L4","L4",31305,0.1919,-0.1108,-0.1932,"No","Yes","Yes","Yes","Yes","Yes","Yes",8,275,220,23,223,0.5529,-0.2338,1.1662,-0.0034,-0.2552,0.1111,0.7454,-0.4671,668.84,589.028,650.654
"62","38000003","38018279","Secondary_2nd","General","Public",2,"Male","Native","L6","L6","L6",37257,0.2162,1.1563,0.8851,"No","Yes","Yes","No","Yes","Yes","Yes",NA,300,240,25,241,0.8934,0.6642,2.1635,1.0195,1.7359,0.2168,0.7454,-1.0789,604.999,511.1,543.212
"63","38000003","38018087","Secondary_2nd","General","Public",2,"Male","Native","L2","L2","L2",31169,-0.3331,1.1563,-1.4896,"Yes, and I use it","Yes","No","No","Yes","Yes","Yes",14,275,220,23,223,0.2884,-0.4725,-0.8208,-0.3744,0.0125,-0.4495,0.1104,0.206,543.025,493.106,488.608
"64","38000003","38014169","Secondary_2nd","General","Public",2,"Male","Native","L4","L4","L4",45859,1.0478,1.1563,0.383,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",14,110,165,23,231,1.1387,-0.5317,0.5094,0.6496,0.7648,-0.1163,0.7454,-0.0374,674.696,668.809,693.531
"65","38000003","38002487","Secondary_2nd","General","Public",2,"Male","Native","L6","L4","L6",33279,0.0058,1.1563,-0.005,"No","Yes","Yes","Yes","Yes",NA,"Yes",29,300,240,25,241,0.8934,0.6642,-0.4318,-0.1178,0.8063,-1.2797,0.7454,0.4517,629.16,547.753,584.917
"66","38000003","38005771","Secondary_2nd","General","Public",2,"Male","Native","L6","L6","L6",45875,0.7777,1.1563,1.0572,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",15,275,220,23,223,0.8934,-0.1613,0.5094,0.5305,0.3708,-0.4849,NA,-0.3455,593.825,585.427,583.856
"67","38000005","38014664","Secondary_1st","General","Public",5,"Male","Native","L1","L2","L2",19900,-0.6174,-1.0509,-2.0071,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",7,180,540,35,263,NA,-0.0621,-0.1522,0.0299,0.3708,-0.5996,-1.8389,0.5209,439.028,411.018,402.403
"68","38000006","38017499","Secondary_2nd","General","Public",3,"Female","Native","L6","L6","L6",34372,0.2162,1.1563,0.6345,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",24,300,180,52,241,0.0039,2.5915,0.5094,0.5305,0.3708,1.0385,0.1104,2.5493,527.245,490.735,408.671
"69","38000006","38016041","Secondary_2nd","General","Public",3,"Female","Native","L6","L6","L6",60353,2.1655,1.1563,2.2591,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",60,360,300,25,241,0.0039,1.0676,2.1635,0.6584,1.7359,0.5952,0.7454,-0.308,530.356,466.403,460.707
"70","38000006","38012951","Secondary_2nd","General","Public",3,"Female","Native","L5","L5","L5",51684,1.0478,1.1563,0.7157,"Yes, but I don't use it","Yes","No","Yes","Yes","No","Yes",63,275,385,23,223,1.3818,0.7701,-0.9164,1.2758,1.7359,-0.1756,0.1104,2.5493,527.729,593.045,498.579
"71","38000006","38011892","Secondary_2nd","General","Public",3,"Female","Native","L6","L4","L6",33211,-0.4504,-0.1108,0.6538,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",17,300,240,25,241,0.5529,0.6642,0.5094,0.9248,0.3708,-0.4495,0.7454,0.5209,526.476,530.292,481.752
"72","38000006","38005600","Secondary_2nd","General","Public",3,"Female","Native","L0","L2","L2",29689,-0.1892,1.1563,-1.0274,"No","Yes","No","Yes","Yes","Yes","Yes",22,240,240,43,263,-0.1502,0.412,0.5094,0.2913,1.0728,0.6381,-0.4096,0.7186,577.067,566.719,564.207
"73","38000006","38002513","Secondary_2nd","General","Public",3,"Male","Native","L2","L2","L2",41123,2.1655,1.1563,-1.2477,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",30,240,240,43,241,0.2884,0.6642,1.1662,0.5305,0.0125,0.8598,-0.5057,0.5175,423.255,397.845,388.419
"74","38000006","38013050","Secondary_2nd","General","Public",3,"Male","Native","L5","L2","L5",37715,0.7777,1.1563,-0.0258,"Yes, and I use it","Yes","No","Yes","No","No","No",25,240,240,43,241,0.0091,0.6642,-0.5781,-0.352,0.3708,0.1717,0.7454,-0.6788,367.948,429.763,337.454
"75","38000006","38018275","Secondary_2nd","General","Public",3,"Male","Native","L4","L4","L4",46438,0.4793,1.1563,0.7556,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",17,150,120,12,129,1.1892,0.5423,0.5094,1.4741,1.7359,-0.1624,-0.4195,0.7291,489.245,501.367,509.173
"76","38000006","38013793","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",40801,1.0478,1.1563,1.098,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",63,360,300,25,263,1.8837,1.0269,0.5094,0.0566,0.3708,0.4094,0.7454,0.2822,591.64,557.119,571.328
"77","38000006","38005942","Secondary_2nd","General","Public",3,"Male","Native","L5","L4","L5",40245,0.1376,-0.1108,0.0878,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",38,300,420,25,241,1.3818,1.0269,0.5094,0.2335,0.3708,-1.0351,NA,-0.308,474.117,533.245,499.512
"78","38000006","38000325","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",44985,0.2162,0.0321,1.0245,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",48,275,275,23,245,0.9383,0.6642,2.1635,1.3588,0.3708,1.8543,0.1104,2.5493,515.821,503.514,552.5
"79","38000006","38017343","Secondary_2nd","General","Public",3,"Male","Native","L4","L6","L6",37803,0.4793,1.1563,0.4919,"Yes, and I use it","No","No","Yes","Yes","No","No",31,275,220,23,223,-0.7393,0.3171,1.0938,0.8083,1.0728,-0.2908,-0.4195,1.8135,587.211,612.756,550.691
"80","38000006","38002293","Secondary_2nd","General","Public",3,"Male","Native","L4","L4","L4",39928,0.7777,-0.1639,-0.0221,"Yes, and I use it","No","Yes","Yes","No","Yes","Yes",14,300,240,25,241,1.1892,0.5901,2.1635,1.0787,1.356,-0.3832,0.7454,1.7952,451.938,476.266,509.976
"81","38000006","38002459","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",40044,0.6093,1.1563,1.3388,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",44,275,220,23,223,0.2829,0.9646,-0.119,0.1738,1.3336,-0.2111,-0.9094,-0.2616,552.261,520.229,498.892
"82","38000006","38016852","Secondary_2nd","General","Public",3,"Male","Native",NA,"L6","L6",35538,-0.1296,-0.7218,1.0286,"Yes, but I don't use it","No","No","Yes","No","Yes",NA,12,120,120,12,241,NA,0.2774,-0.8208,-0.0589,0.317,-0.7197,0.7454,0.219,524.378,527.908,453.024
"83","38000006","38012351","Secondary_2nd","General","Public",3,"Female","Native","L6","L6","L6",55748,0.7777,1.1563,1.7255,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",9,240,240,35,263,0.0039,0.6642,0.5094,-0.2052,1.7359,-1.0351,-1.8389,0.7186,494.331,535.503,452.702
"84","38000006","38007210","Secondary_2nd","General","Public",3,"Female","Native","L4","L2","L4",49933,2.1655,1.1563,0.8842,"Yes, and I use it","No","No","Yes","Yes","No","No",23,240,300,35,263,-1.1805,-0.3381,-0.8208,-0.2926,-0.494,0.2405,-1.8389,0.7754,579.125,649.978,583.045
"85","38000006","38006625","Secondary_2nd","General","Public",3,"Female","Native","L6","L5","L6",39234,0.6093,0.0321,1.1231,"Yes, but I don't use it","No","Yes","Yes","Yes","No","Yes",24,240,240,52,263,-1.9061,-1.8593,-0.1053,0.1894,0.8732,-0.8107,-0.4096,1.3971,543.215,590.27,511.804
"86","38000006","38003055","Secondary_2nd","General","Public",3,"Male","Native","L6",NA,"L6",44218,0.3005,-0.6303,0.7277,"Yes, and I use it","No","No","Yes","No","Yes","Yes",NA,240,240,35,263,1.1892,0.0248,2.1635,1.6345,1.7359,1.8543,0.7454,2.5493,471.945,538.385,475.216
